Date,2022-08-10
Time,12-14-00

OtherInfo,,,Pulse On Duration (us),4102
DriveVoltage (V),3.7,,Pulse Off Duration (us),8000
HeaterResistance (Ohm),0.58,,Pulse Period (us),12102
PuffTrigger (Pa),0,,Fixed Power Mode
Power (W),8
Tester Name,Enter Your Name
Channel,A,

Pulse Count,Puff Count,Pulse Start (ms),Pulse End (ms),Resistance Start (Ω),Resistance End (Ω),Power Start (W),Power End (W),dR/dt (Ω/s),Energy in pulse (J),Pressure differential (Pa),Temperature (C)
111,107,1655.59,1660.94,0.68866,0.69827,7.84228,8.09482,1.79591,0.42631,26,193
112,107,1668.94,1674.21,0.68796,0.69805,7.972,7.94558,1.91731,0.41942,26,193
113,107,1748.58,1753.85,0.68969,0.69894,7.76305,7.9883,1.75631,0.41504,26,194
114,107,1761.83,1767.1,0.68946,0.69796,7.75926,8.02021,1.61267,0.41578,26,193
115,107,1775.09,1780.36,0.68748,0.69883,7.97231,7.92784,2.15307,0.41896,26,194
116,107,1788.33,1793.67,0.68972,0.69858,7.81132,8.06239,1.65642,0.42382,26,194
117,107,1801.64,1806.91,0.69288,0.69643,7.65759,8.04461,0.67398,0.41375,26,191
118,107,1814.89,1820.12,0.68814,0.69856,7.92425,7.87379,1.99185,0.41311,26,194
119,107,1828.09,1833.44,0.6929,0.69744,7.74279,8.11526,0.84936,0.4242,26,192
120,107,1841.44,1846.66,0.68764,0.69816,7.9463,7.90631,2.01303,0.41375,26,193
121,107,1854.65,1860,0.68994,0.69808,7.80756,8.06661,1.52258,0.42463,26,193
122,107,1867.97,1873.23,0.69141,0.69824,7.70973,7.98369,1.29618,0.41273,26,193
123,107,1881.21,1886.48,0.69087,0.69855,7.76999,7.97583,1.45675,0.4149,26,194
124,107,1894.48,1899.78,0.68805,0.70073,8.01557,7.95099,2.39011,0.42311,26,197
125,107,1907.77,1913.12,0.69057,0.69941,7.83246,8.05014,1.65243,0.42485,26,195
126,107,1921.12,1926.42,0.68878,0.70074,8.00419,7.95089,2.25407,0.4228,26,197
127,107,1934.4,1939.75,0.6904,0.69965,7.83356,8.07895,1.7298,0.42565,26,195
128,107,1947.75,1953.02,0.6885,0.70058,7.97408,7.90912,2.29417,0.41852,26,197
129,107,1961.01,1966.37,0.69126,0.69918,7.84646,8.0392,1.47805,0.42573,26,195
130,107,2001.01,2006.32,0.69417,0.69866,7.68913,8.04949,0.84686,0.41786,26,194
131,107,2014.3,2019.53,0.68914,0.70007,7.94681,7.90747,2.09169,0.41458,26,196
132,107,2040.86,2046.21,0.69023,0.69968,7.81786,8.05813,1.76647,0.42468,26,195
133,107,2054.19,2059.46,0.691,0.69845,7.76111,7.98705,1.4144,0.41496,26,194
134,107,2067.46,2072.76,0.68824,0.69917,8.00063,7.94075,2.06003,0.42244,26,195
135,107,2094.09,2099.35,0.6881,0.70015,7.96011,7.90531,2.28978,0.41726,26,196
136,107,2107.32,2112.66,0.69397,0.69805,7.7293,8.11428,0.7631,0.42302,26,193
137,107,2120.65,2125.88,0.68804,0.69923,7.93408,7.89296,2.14277,0.41387,26,195
138,107,2133.86,2139.21,0.69018,0.69903,7.81589,8.06807,1.65412,0.42489,26,194
139,107,2147.19,2152.46,0.69018,0.69956,7.74609,7.99024,1.77949,0.41465,26,195
140,107,2160.45,2165.72,0.69071,0.69913,7.74567,8.01295,1.59701,0.41524,26,195
141,107,2173.72,2178.98,0.68726,0.70004,7.9813,7.90447,2.42606,0.41779,26,196
142,107,2186.97,2192.35,0.68984,0.69852,7.84805,8.09248,1.61056,0.4288,26,194
143,107,2240.12,2245.47,0.69176,0.69906,7.78044,8.08216,1.36573,0.42432,26,195
144,107,2253.46,2258.73,0.68999,0.69936,7.74252,7.9796,1.77615,0.41427,26,195
145,107,2306.53,2311.88,0.69061,0.69929,7.80964,8.06643,1.62444,0.42468,26,195
146,107,2333.11,2338.38,0.69017,0.69982,7.75602,7.99917,1.83136,0.41514,26,196
147,107,2372.97,2378.32,0.68825,0.70017,8.04265,7.98323,2.23022,0.42869,26,196
148,107,2386.3,2391.65,0.69034,0.70011,7.83659,8.0637,1.82782,0.42533,26,196
149,107,2399.65,2404.96,0.6889,0.70002,7.99264,7.92163,2.097,0.42252,26,196
150,107,2412.93,2418.32,0.69077,0.69892,7.84422,8.09548,1.51255,0.42957,26,194
151,107,2426.3,2431.56,0.68786,0.70021,7.98498,7.91859,2.34374,0.41826,26,196
152,107,2439.56,2444.94,0.68844,0.7006,8.06389,8.00628,2.25851,0.43228,26,197
153,107,2452.91,2458.26,0.69384,0.69789,7.73971,8.10653,0.75697,0.42388,26,193
154,107,2466.25,2471.48,0.68858,0.69987,7.95038,7.90466,2.15867,0.4146,26,196
155,107,2479.48,2484.82,0.68904,0.69973,8.03687,8.00018,2.0017,0.42818,26,195
156,107,2492.81,2498.16,0.68912,0.69973,7.83591,8.05808,1.9834,0.42516,26,195
157,107,2506.15,2511.41,0.69011,0.69879,7.76361,7.99796,1.64691,0.41452,26,194
158,107,2519.42,2524.72,0.68752,0.69943,8.00086,7.94313,2.24394,0.42251,26,195
159,107,2532.69,2538.03,0.68903,0.6981,7.83447,8.08471,1.69594,0.42504,26,193
160,107,2546.02,2551.29,0.68941,0.69767,7.73934,8.00249,1.56806,0.41479,26,192
161,107,2559.26,2564.53,0.6902,0.69795,7.73382,7.99664,1.47082,0.41449,26,193
162,107,2572.5,2577.77,0.68882,0.6983,7.75398,7.99915,1.79797,0.41509,26,193
163,107,2585.74,2591.01,0.6893,0.6978,7.74558,8.00406,1.61291,0.415,26,193
164,107,2598.98,2604.25,0.68865,0.69738,7.75189,8.01037,1.65625,0.41533,26,192
165,107,2612.22,2617.45,0.68812,0.69818,7.74808,7.99066,1.92437,0.41156,26,193
166,107,2625.45,2630.72,0.68717,0.69851,7.97002,7.93348,2.15344,0.41905,26,194
167,107,2638.69,2644,0.68911,0.69928,7.81294,8.04197,1.91491,0.42094,26,195
168,107,2652,2657.26,0.68778,0.69907,7.9937,7.95521,2.1444,0.41945,26,195
169,107,2665.26,2670.6,0.68852,0.69971,8.01752,7.97883,2.09549,0.4271,26,195
170,107,2678.57,2683.92,0.6891,0.69871,7.83584,8.08278,1.7975,0.42582,26,194
171,107,2691.91,2697.18,0.68938,0.69887,7.75751,7.97122,1.79987,0.41445,26,194
172,107,2705.16,2710.46,0.69166,0.69788,7.72844,8.04773,1.1712,0.41806,26,193
173,107,2718.43,2723.66,0.69217,0.69756,7.65147,7.99864,1.02978,0.40925,26,192
174,107,2744.89,2750.24,0.68699,0.69896,8.03818,7.99234,2.23892,0.42881,26,194
175,107,2798.01,2803.28,0.68714,0.69895,7.96168,7.90094,2.24295,0.41798,26,194
176,107,2811.25,2816.59,0.69101,0.69715,7.8143,8.09764,1.14926,0.42484,26,192
177,107,2824.59,2829.86,0.68744,0.69917,7.96987,7.92022,2.22771,0.4187,26,195
178,107,2837.83,2843.18,0.6886,0.69886,7.83019,8.05947,1.919,0.42504,26,194
179,107,2851.15,2856.42,0.68721,0.69895,7.98398,7.92397,2.22921,0.41917,26,194
180,107,2864.41,2869.76,0.69044,0.69851,7.82927,8.06696,1.50981,0.42522,26,194
181,107,2877.75,2883.03,0.68751,0.69838,7.99729,7.96607,2.06319,0.42143,26,194
182,107,2891.02,2896.33,0.68786,0.69928,8.02802,7.99293,2.15066,0.42535,26,195
183,107,2904.33,2909.67,0.68787,0.69954,8.03435,7.99406,2.18322,0.42795,26,195
184,107,2917.64,2922.99,0.69152,0.69848,7.76861,8.07453,1.30216,0.4238,26,194
185,107,2930.96,2936.23,0.69144,0.69855,7.72625,7.99839,1.34936,0.41434,26,194
186,107,2944.2,2949.47,0.69431,0.69773,7.63833,8.03112,0.64886,0.41289,26,193
187,107,2957.44,2962.67,0.68911,0.69936,7.92541,7.89598,1.95971,0.41372,26,195
188,107,2970.65,2976,0.68969,0.69839,7.8297,8.04323,1.62695,0.4246,26,194
189,107,2983.97,2989.28,0.68865,0.69904,7.78303,8.01195,1.95656,0.41935,26,194

0,108,0,4.13,0.6165,0.6323,7.43015,7.34234,3.81564,0.30505,26,98
1,108,12.1,16.78,0.6222,0.63721,8.03314,7.95674,3.20368,0.37416,26,105
2,108,24.78,29.54,0.62607,0.64065,8.03757,7.9632,3.06311,0.38081,26,110
3,108,37.51,42.27,0.6295,0.64393,8.03379,7.95094,3.0304,0.38043,26,115
4,108,50.27,55.11,0.63184,0.64676,8.07043,7.99207,3.08327,0.38871,26,119
5,108,63.08,67.92,0.63389,0.64858,8.06029,7.98534,3.03514,0.3883,26,121
6,108,75.89,80.73,0.63694,0.65043,8.04226,7.98122,2.78935,0.38776,14,124
7,108,88.72,93.6,0.63833,0.65279,8.04677,7.98199,2.96617,0.3911,14,127
8,108,101.57,106.45,0.64032,0.65422,8.03995,7.96076,2.85136,0.39041,14,130
9,108,114.43,119.35,0.64185,0.65596,8.07329,8.00966,2.87074,0.39564,14,132
10,108,127.34,132.25,0.64403,0.65724,8.03814,7.96913,2.68858,0.39297,14,134
11,108,140.23,145.18,0.64522,0.6588,8.06503,8.00747,2.74183,0.39779,14,136
12,108,153.15,158.07,0.64962,0.65858,7.73404,8.0908,1.82018,0.38929,14,136
13,108,166.07,170.91,0.64759,0.6615,7.94804,7.87554,2.87286,0.38293,14,140
14,108,178.9,183.85,0.64923,0.66257,8.04226,7.98286,2.69323,0.39662,14,142
15,108,191.85,196.85,0.65073,0.66384,8.04646,7.98756,2.62563,0.40085,14,143
16,108,204.82,209.82,0.6522,0.66552,8.05018,7.97849,2.66646,0.40071,14,146
17,108,217.81,222.84,0.65377,0.6659,8.04441,7.99859,2.41214,0.40348,14,146
18,108,230.81,235.85,0.65918,0.66607,7.73418,8.10244,1.36824,0.39908,14,147
19,108,243.82,248.74,0.65941,0.66757,7.62539,7.98423,1.66042,0.38399,14,149
20,108,256.72,261.68,0.6568,0.66953,7.94945,7.90209,2.57014,0.39311,14,152
21,108,269.64,274.68,0.66155,0.6695,7.73042,8.0846,1.57875,0.39853,14,152
22,108,282.66,287.62,0.65831,0.6718,7.94127,7.87397,2.72205,0.39221,14,155
23,108,295.6,300.67,0.66245,0.67217,7.76653,8.0813,1.91583,0.40174,14,156
24,108,308.66,313.66,0.65964,0.67366,7.98495,7.92186,2.80633,0.39767,14,158
25,108,321.65,326.72,0.66122,0.67409,8.04954,7.9985,2.53927,0.40681,14,158
26,108,334.71,339.78,0.66275,0.674,8.0298,7.99959,2.22025,0.40634,14,158
27,108,347.77,352.84,0.66343,0.67603,8.02959,7.98906,2.48489,0.40607,14,161
28,108,360.83,365.93,0.66426,0.67712,8.03609,7.9807,2.51849,0.40842,14,163
29,108,373.9,379.01,0.66492,0.67798,8.04344,7.98914,2.5559,0.40963,14,164
30,108,400.1,405.24,0.66647,0.67952,8.04596,7.98591,2.53456,0.41201,14,166
31,108,413.22,418.37,0.67363,0.67818,7.73082,8.10917,0.88365,0.40788,14,164
32,108,426.35,431.38,0.66776,0.68111,7.93793,7.87672,2.65241,0.39773,14,168
33,108,439.37,444.56,0.66914,0.6816,8.06258,8.01336,2.40269,0.41717,14,169
34,108,452.52,457.67,0.67003,0.68258,8.02765,7.97105,2.43837,0.41196,14,171
35,108,465.66,470.84,0.67074,0.68322,8.06628,8.02054,2.40608,0.41664,14,172
36,108,478.82,483.97,0.67602,0.68242,7.73078,8.07942,1.24283,0.40711,14,170
37,108,491.97,497.04,0.67284,0.68438,7.94304,7.90648,2.2759,0.40178,14,173
38,108,505.03,510.22,0.67369,0.68535,8.02502,7.98832,2.24893,0.41554,14,175
39,108,518.19,523.38,0.67367,0.68684,8.04027,7.98446,2.53989,0.41584,14,177
40,108,531.37,536.56,0.68001,0.68488,7.73004,8.10588,0.93812,0.41094,14,174
41,108,544.56,549.66,0.67505,0.68819,7.94485,7.8829,2.57229,0.4036,14,179
42,108,557.64,562.86,0.67885,0.68708,7.76468,8.09578,1.5738,0.41395,14,177
43,108,570.84,575.95,0.68023,0.68713,7.64792,7.99922,1.34925,0.39978,14,177
44,108,597.05,602.27,0.67752,0.68997,8.03768,7.98858,2.38263,0.41828,14,181
45,108,610.26,615.49,0.68124,0.68993,7.76255,8.08289,1.66206,0.41435,14,181
46,108,623.49,628.64,0.67872,0.69135,7.94798,7.88844,2.45224,0.40778,14,183
47,108,636.62,641.89,0.6834,0.69047,7.76161,8.08905,1.34339,0.41766,14,182
48,108,649.88,655.07,0.68257,0.6908,7.71066,8.00725,1.58475,0.40788,14,183
49,108,663.04,668.19,0.68067,0.69267,7.95648,7.90997,2.32931,0.40856,14,185
50,108,676.19,681.45,0.68094,0.69287,8.04926,8.00646,2.26581,0.42226,14,186
51,108,689.44,694.7,0.685,0.69308,7.74392,8.07748,1.53364,0.4161,14,186
52,108,702.68,707.87,0.67833,0.68379,7.72623,8.07611,1.05177,0.41007,14,172
53,108,715.84,720.95,0.6734,0.68636,7.9511,7.88664,2.53638,0.40465,14,176
54,108,728.91,734.14,0.6788,0.68504,7.74844,8.08302,1.19391,0.41399,14,174
55,108,755.23,760.45,0.67604,0.68789,8.05316,8.00759,2.26716,0.41918,14,178
56,108,768.44,773.66,0.68076,0.68706,7.73769,8.06052,1.2052,0.41233,14,177
57,108,781.64,786.79,0.67765,0.68847,7.9699,7.93235,2.10303,0.40948,14,179
58,108,794.78,800,0.67834,0.68956,8.03471,7.99866,2.14825,0.41847,14,181
59,108,807.99,813.23,0.6822,0.68899,7.74526,8.06706,1.29536,0.41428,14,180
60,108,821.2,826.36,0.68293,0.69032,7.66502,8.00645,1.43509,0.40432,14,182
61,108,834.35,839.5,0.68071,0.69109,7.93636,7.91609,2.01618,0.4082,14,183
62,108,847.48,852.71,0.68085,0.69166,8.02386,7.99579,2.06809,0.41891,14,184
63,108,860.71,865.97,0.6818,0.69261,8.01981,7.99432,2.05378,0.42117,14,185
64,108,873.94,879.2,0.68123,0.69345,8.02775,7.97789,2.32093,0.42094,14,186
65,108,887.17,892.44,0.68132,0.69476,8.04688,7.98798,2.55225,0.42251,14,188
66,108,900.43,905.73,0.68196,0.69437,8.06108,8.00675,2.33847,0.42579,14,188
67,108,913.7,918.98,0.68712,0.69308,7.74378,8.06922,1.13018,0.41746,14,186
68,108,926.96,932.15,0.68593,0.69351,7.68285,8.01622,1.46011,0.40739,14,186
69,108,940.15,945.34,0.68234,0.69504,7.96305,7.91492,2.44942,0.41203,14,189
70,108,966.59,971.82,0.68312,0.6946,7.98273,7.94604,2.19865,0.41653,14,188
71,108,979.79,985.06,0.68604,0.69267,7.75018,8.09494,1.2598,0.41751,14,185
72,108,993.06,998.24,0.68288,0.69478,7.94644,7.90343,2.294,0.41051,14,188
73,108,1006.21,1011.48,0.68286,0.69489,8.04289,8.00027,2.28547,0.42273,14,188
74,108,1019.48,1024.75,0.68396,0.69487,8.02566,7.99556,2.07011,0.42215,14,188
75,108,1032.75,1038.01,0.68353,0.69601,8.03259,7.9828,2.36962,0.4212,14,190
76,108,1046.01,1051.32,0.68389,0.69581,8.04522,7.97886,2.24751,0.42543,14,190
77,108,1059.3,1064.61,0.68725,0.69504,7.83365,8.07253,1.46657,0.4223,14,189
78,108,1072.61,1077.88,0.68447,0.69637,7.99213,7.94894,2.26042,0.42004,14,191
79,108,1085.85,1091.15,0.68648,0.69574,7.80792,8.0662,1.74522,0.42066,14,190
80,108,1099.13,1104.36,0.68756,0.69502,7.72748,8.01665,1.42615,0.4117,14,189
81,108,1112.35,1117.58,0.68668,0.69575,7.7238,7.98877,1.73403,0.41088,14,190
82,108,1125.54,1130.77,0.68729,0.69658,7.70131,7.99899,1.77633,0.41056,14,191
83,108,1138.75,1143.98,0.69037,0.69429,7.64551,8.04683,0.74788,0.41035,14,188
84,108,1151.96,1157.15,0.68471,0.69738,7.92251,7.8801,2.44102,0.41007,14,192
85,108,1165.12,1170.44,0.6882,0.69655,7.7997,8.05702,1.57044,0.42178,14,191
86,108,1178.41,1183.64,0.688,0.69642,7.73501,8.0205,1.61065,0.412,14,191
87,108,1191.64,1196.87,0.68551,0.6981,7.95681,7.91078,2.40963,0.41493,14,193
88,108,1204.85,1210.15,0.6861,0.69649,8.04099,8.01844,1.95793,0.42557,14,191
89,108,1218.16,1223.46,0.68416,0.69634,8.04676,8.00252,2.29515,0.4253,14,191
90,108,1231.44,1236.75,0.6849,0.69652,8.03179,7.99199,2.19049,0.42543,14,191
91,108,1244.72,1250.03,0.68666,0.69619,7.81173,8.0704,1.79543,0.42167,14,190
92,108,1258.01,1263.24,0.68785,0.69637,7.73048,7.99905,1.62962,0.41132,14,191
93,108,1271.22,1276.45,0.68623,0.69754,7.95588,7.92411,2.16224,0.41526,14,192
94,108,1284.44,1289.75,0.6855,0.69729,8.04664,8.00121,2.21974,0.42607,14,192
95,108,1297.74,1303.05,0.68506,0.69713,8.04618,7.9963,2.27319,0.42592,14,192
96,108,1311.04,1316.35,0.68513,0.69808,8.05137,7.98837,2.43769,0.42585,14,193
97,108,1324.34,1329.68,0.68601,0.6982,8.05279,8.00115,2.28007,0.42864,14,193
98,108,1337.65,1342.99,0.68985,0.69695,7.74688,8.09827,1.33005,0.42306,14,191
99,108,1350.96,1356.19,0.68562,0.6983,7.95534,7.90869,2.42371,0.41484,14,193
100,108,1364.17,1369.48,0.68815,0.69772,7.82911,8.02881,1.80349,0.42102,14,193
101,108,1377.47,1382.78,0.68754,0.6975,8.00439,7.98499,1.8768,0.42451,14,192
102,108,1390.75,1396.06,0.68907,0.69728,7.79974,8.02943,1.54502,0.42026,14,192
103,108,1404.04,1409.31,0.6887,0.69772,7.76176,8.01855,1.71233,0.41581,14,193
104,108,1417.3,1422.57,0.68815,0.69662,7.74388,8.01596,1.60725,0.41527,14,191
105,108,1430.54,1435.77,0.69006,0.69676,7.65815,7.99607,1.28112,0.40935,14,191
106,108,1443.76,1448.99,0.68551,0.6973,7.97928,7.93329,2.2529,0.41611,14,192
107,108,1456.98,1462.29,0.68697,0.6968,8.02557,7.9863,1.85348,0.42511,14,191
108,108,1470.28,1475.63,0.68634,0.69796,8.03911,7.99671,2.17194,0.42895,14,193
109,108,1483.59,1488.94,0.68612,0.69801,8.04874,8.00484,2.22438,0.42943,14,193
110,108,1496.91,1502.26,0.68569,0.6981,8.04961,7.98972,2.32139,0.42905,14,193
111,108,1510.22,1515.57,0.68742,0.69608,7.83337,8.09315,1.61897,0.42603,14,190
112,108,1523.54,1528.78,0.68825,0.69534,7.7269,8.01106,1.35475,0.41233,14,189
113,108,1536.77,1542,0.68549,0.69686,7.96718,7.92955,2.17435,0.41569,14,191
114,108,1549.98,1555.29,0.68697,0.69713,7.81717,8.01947,1.91271,0.42046,14,192
115,108,1563.26,1568.53,0.68949,0.69571,7.73031,8.06629,1.17976,0.41624,14,190
116,108,1669.38,1674.69,0.68638,0.69799,8.03827,7.99501,2.18759,0.42568,14,193
117,108,1682.68,1687.99,0.68588,0.69773,8.04779,8.00371,2.23351,0.42616,14,193
118,108,1762.51,1767.81,0.6875,0.69758,8.03609,8.0053,1.89726,0.42509,14,192
119,108,1775.82,1781.12,0.68665,0.69903,8.0392,7.98603,2.33256,0.42466,14,194
120,108,1789.12,1794.46,0.68698,0.699,8.05067,8.00497,2.25165,0.42868,14,194
121,108,1802.44,1807.78,0.68804,0.6993,8.02185,7.97541,2.10552,0.42712,14,195
122,108,1815.75,1821.1,0.6896,0.69917,7.83418,8.08125,1.79088,0.42573,14,195
123,108,1829.09,1834.36,0.69039,0.69835,7.73554,8.01311,1.50962,0.41497,14,193
124,108,1842.34,1847.61,0.69003,0.69828,7.73013,8.00236,1.56535,0.41455,14,193
125,108,1855.58,1860.85,0.69358,0.69742,7.63638,8.02163,0.72833,0.41258,14,192
126,108,1921.93,1927.2,0.69293,0.69839,7.65957,8.02557,1.03564,0.4133,14,194
127,108,1948.4,1953.67,0.68913,0.6996,7.94468,7.90562,1.98673,0.41765,14,195
128,108,1961.64,1966.99,0.69052,0.69915,7.81835,8.07722,1.61308,0.4252,14,195
129,108,1974.99,1980.25,0.68796,0.69986,7.98792,7.94433,2.25965,0.41901,14,196
130,108,1988.25,1993.59,0.68805,0.70026,8.04217,7.99192,2.28462,0.42811,14,196
131,108,2041.42,2046.68,0.68736,0.69961,7.98009,7.92902,2.32609,0.4184,14,195
132,108,2054.66,2060.01,0.69176,0.69884,7.74685,8.08913,1.32378,0.42361,14,194
133,108,2067.98,2073.22,0.69148,0.69845,7.6901,7.96375,1.33184,0.41013,14,194
134,108,2081.21,2086.48,0.6886,0.70043,7.99016,7.94414,2.24587,0.41986,14,196
135,108,2094.47,2099.82,0.68806,0.70004,8.04762,8.00478,2.24251,0.4294,14,196
136,108,2107.8,2113.15,0.68808,0.70033,8.04092,7.99789,2.29236,0.42903,14,196
137,108,2121.12,2126.47,0.69213,0.69905,7.76805,8.0793,1.29504,0.42391,14,194
138,108,2134.45,2139.72,0.69141,0.69941,7.72245,7.99634,1.51892,0.41419,14,195
139,108,2147.69,2152.96,0.69106,0.69962,7.72317,7.9942,1.62339,0.41415,14,195
140,108,2160.93,2166.2,0.6912,0.6997,7.73028,7.99374,1.61327,0.41432,14,195
141,108,2174.18,2179.44,0.68948,0.70083,7.95602,7.91361,2.15595,0.41737,14,197
142,108,2187.43,2192.78,0.69145,0.69884,7.81964,8.09658,1.38229,0.42575,14,194
143,108,2200.78,2206.05,0.6889,0.69983,7.96433,7.93778,2.07365,0.41902,14,196
144,108,2227.33,2232.6,0.69067,0.70011,7.72489,7.97745,1.7911,0.41375,14,196
145,108,2240.57,2245.84,0.6918,0.69863,7.73324,8.01618,1.29575,0.41499,14,194
146,108,2253.83,2259.1,0.69157,0.69932,7.71858,8.00131,1.47176,0.41421,14,195
147,108,2267.07,2272.34,0.68898,0.69993,7.95537,7.92626,2.07914,0.41848,14,196
148,108,2280.31,2285.66,0.68867,0.69991,8.02661,7.97857,2.10301,0.42813,14,196
149,108,2293.64,2298.99,0.6906,0.69948,7.8041,8.0959,1.65974,0.42532,14,195
150,108,2306.99,2312.26,0.68799,0.70016,7.97245,7.92191,2.31034,0.41881,14,196
151,108,2320.23,2325.58,0.69332,0.69855,7.73605,8.08137,0.9785,0.42311,14,194
152,108,2333.56,2338.82,0.68907,0.69967,7.95802,7.92222,2.01295,0.41765,14,195
153,108,2346.8,2352.14,0.69048,0.69998,7.8144,8.05596,1.77672,0.42373,14,196
154,108,2360.12,2365.39,0.69306,0.69824,7.69809,8.02812,0.98443,0.41438,14,193
155,108,2373.39,2378.65,0.68924,0.70013,7.94247,7.89305,2.06773,0.41647,14,196
156,108,2386.62,2392,0.69051,0.69958,7.85746,8.08296,1.68527,0.42879,14,195
157,108,2399.97,2405.24,0.69091,0.69934,7.74571,8.00536,1.59855,0.41504,14,195
158,108,2413.23,2418.5,0.69029,0.69946,7.74729,8.00438,1.74141,0.41505,14,195
159,108,2426.48,2431.77,0.69096,0.69885,7.73591,7.97445,1.49303,0.41553,14,194
160,108,2439.74,2445.05,0.69056,0.69978,7.77286,8.00826,1.73588,0.41898,14,196
161,108,2453.01,2458.29,0.69099,0.69907,7.73107,8.00006,1.53122,0.4153,14,195
162,108,2466.28,2471.55,0.68814,0.70046,7.9957,7.93701,2.33747,0.41982,14,197
163,108,2479.55,2484.89,0.68923,0.7002,8.04262,8.00361,2.05243,0.42843,14,196
164,108,2492.89,2498.23,0.68939,0.69994,8.03706,7.99794,1.97446,0.42813,14,196
165,108,2506.23,2511.57,0.69057,0.69945,7.82491,8.06982,1.66145,0.42438,14,195
166,108,2519.57,2524.83,0.69139,0.69948,7.73878,7.99885,1.5353,0.41389,14,195
167,108,2532.83,2538.1,0.68812,0.70073,7.98919,7.92406,2.39282,0.41931,14,197
168,108,2546.09,2551.44,0.68806,0.70013,8.05986,7.9895,2.25835,0.42932,14,196
169,108,2559.44,2564.82,0.68879,0.7,8.06817,8.02523,2.08334,0.43291,14,196
170,108,2572.8,2578.15,0.69187,0.69846,7.77944,8.07248,1.23256,0.42403,14,194
171,108,2586.13,2591.4,0.69376,0.69848,7.65632,8.01952,0.89644,0.41305,14,194
172,108,2599.38,2604.62,0.68876,0.69886,7.94988,7.87946,1.92764,0.41472,14,194
173,108,2612.61,2617.99,0.6878,0.70039,8.07996,8.01668,2.33903,0.43299,14,196
174,108,2625.97,2631.32,0.68954,0.69912,7.8438,8.07634,1.79099,0.42586,14,195
175,108,2639.32,2644.58,0.68723,0.69931,7.98731,7.91527,2.29519,0.41823,14,195
176,108,2652.58,2657.96,0.68743,0.69957,8.07465,8.02029,2.25508,0.43295,14,195
177,108,2665.93,2671.28,0.69067,0.69811,7.81126,8.06971,1.39036,0.42481,14,193
178,108,2719.06,2724.32,0.68757,0.69947,7.97859,7.91461,2.26133,0.41799,14,195
179,108,2732.31,2737.65,0.69086,0.69724,7.80666,8.07143,1.19327,0.42394,14,192
180,108,2785.55,2790.82,0.6895,0.69818,7.77043,8.01496,1.64931,0.41594,14,193
181,108,2825.38,2830.65,0.6895,0.6987,7.7367,7.98472,1.745,0.41425,14,194
182,108,2865.23,2870.5,0.68965,0.69895,7.74466,7.97984,1.76443,0.41434,14,194
183,108,2918.41,2923.72,0.69148,0.69908,7.75408,8.01505,1.43114,0.41867,14,195
184,108,2931.68,2936.95,0.69052,0.69879,7.74664,8.00185,1.56973,0.41497,14,194

0,109,0,4.14,0.61727,0.63318,7.42227,7.34345,3.84294,0.30565,14,99
1,109,12.1,16.78,0.62245,0.63792,8.03205,7.94366,3.30299,0.37383,14,106
2,109,24.78,29.54,0.62692,0.64142,8.03995,7.97117,3.04455,0.38106,14,111
3,109,37.52,42.32,0.63045,0.64412,8.03144,7.95812,2.84716,0.38374,14,115
4,109,50.29,55.13,0.63253,0.64692,8.05955,7.99367,2.97486,0.38848,14,119
5,109,63.09,67.93,0.63505,0.65001,8.04017,7.95436,3.09269,0.38706,14,123
6,109,75.9,80.78,0.63732,0.65179,8.06048,7.98837,2.96832,0.39159,23,126
7,109,88.76,93.63,0.63993,0.65354,8.05045,7.99255,2.78989,0.39064,23,129
8,109,101.62,106.5,0.64178,0.65467,8.0334,7.97411,2.64306,0.39058,23,130
9,109,114.5,119.41,0.64333,0.65625,8.05422,8.01064,2.62856,0.39439,23,132
10,109,127.39,132.31,0.64446,0.65822,8.0334,7.97913,2.79934,0.3939,23,135
11,109,140.28,145.2,0.64624,0.65966,8.03664,7.98805,2.7269,0.3942,23,137
12,109,153.19,158.15,0.64763,0.66076,8.03314,7.96985,2.64998,0.39687,23,139
13,109,179.06,183.94,0.65051,0.6637,7.9494,7.89352,2.70522,0.38656,23,143
14,109,191.93,196.93,0.65108,0.66554,8.0592,7.99433,2.89695,0.40133,23,146
15,109,217.89,222.88,0.6543,0.66669,8.04269,7.99868,2.48011,0.40023,23,148
16,109,230.87,235.88,0.65582,0.66793,8.02487,7.95963,2.41941,0.40041,23,149
17,109,243.86,248.89,0.65647,0.66986,8.06106,8.01017,2.66093,0.40419,23,152
18,109,256.89,261.91,0.65733,0.67078,8.04185,7.98252,2.6807,0.40221,23,154
19,109,269.91,274.98,0.65797,0.67156,8.05451,8.00397,2.68173,0.40708,23,155
20,109,282.94,287.98,0.65959,0.67144,8.03086,7.99901,2.35488,0.40395,23,154
21,109,295.98,301.04,0.65978,0.67318,8.03373,7.98366,2.64252,0.40524,23,157
22,109,309.01,314.09,0.66467,0.67305,7.7351,8.06073,1.64808,0.40121,23,157
23,109,322.06,327.05,0.66644,0.67374,7.65218,8.01603,1.46057,0.39092,23,158
24,109,335.05,340.04,0.66304,0.67583,7.94405,7.89824,2.56119,0.39526,23,161
25,109,348.02,353.13,0.66366,0.67643,8.04178,7.99649,2.49751,0.40977,23,162
